RESOURCE,Fruit_length,Fruit_diameter,Seed_length,Seed_diameter,CONSUMER,INTSTR
Miconia pusilliflora,4.5,4.5,2.7,1.6,Machaeropterus regulus,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Machaeropterus regulus,0.5
Miconia staminea,6.3,6,NA,NA,Machaeropterus regulus,0.5
Miconia theizans,5,4,0.7,0.4,Machaeropterus regulus,0.5
Miconia tristis,3.4,3.6,1,1,Machaeropterus regulus,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Machaeropterus regulus,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Machetornis rixosos,1
Aegiphila obducta,14.4,11.6,NA,NA,Manacus manacus,0.5
Aegiphila sellowiana,8,4,4,2,Manacus manacus,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Manacus manacus,0.5
Cabralea canjerana,28,25,10,9,Manacus manacus,1
Cecropia glaziovii,230,12.62,2,0.62,Manacus manacus,0.5
Cecropia hololeuca,230,20.58,2.9,0.98,Manacus manacus,0.5
Cecropia pachystachya,200,10,2,0.61,Manacus manacus,1
Guarea guidonia,16,12,13,10,Manacus manacus,1
Ixora gardneriana,8,6,5,4,Manacus manacus,0.5
Maytenus aquifolium,12,9.5,5.5,3,Manacus manacus,1
Maytenus cestrifolia,6.7,4.6,11,7.41,Manacus manacus,0.5
Maytenus communis,14,9.1,NA,NA,Manacus manacus,0.5
Maytenus ligustrina,25,14,12,8,Manacus manacus,0.5
Maytenus obtusifolia,8,6,NA,6.8,Manacus manacus,0.5
Miconia brasiliensis,2.6,3,NA,1,Manacus manacus,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Manacus manacus,0.5
Miconia chartacea,3.3,4,3.3,3.1,Manacus manacus,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Manacus manacus,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Manacus manacus,1
Miconia inconspicua,3.6,3,1,0.85,Manacus manacus,0.5
Miconia latecrenata,1.9,2.3,1,1,Manacus manacus,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Manacus manacus,1
Miconia pusilliflora,4.5,4.5,2.7,1.6,Manacus manacus,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Manacus manacus,0.5
Miconia staminea,6.3,6,NA,NA,Manacus manacus,0.5
Miconia theizans,5,4,0.7,0.4,Manacus manacus,0.5
Miconia tristis,3.4,3.6,1,1,Manacus manacus,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Manacus manacus,0.5
Myrcia laxiflora,8,7.6,NA,NA,Manacus manacus,0.5
Myrcia pubipetala,13.2,11.6,6.58,0.3,Manacus manacus,0.5
Myrcia rostrata,6.5,4.5,3,2.5,Manacus manacus,0.5
Myrsine ferruginea,3,NA,NA,NA,Manacus manacus,1
Myrsine venosa,4.9,5,NA,4.2,Manacus manacus,0.5
Ocotea daphnifolia,15,15,14,14,Manacus manacus,0.5
Ocotea diospyrifolia,16.2,1.6,16,10.6,Manacus manacus,0.5
Ocotea divaricata,9,NA,8,NA,Manacus manacus,0.5
Ocotea elegans,9,7,8,5,Manacus manacus,0.5
Ocotea insignis,34.5,20,29,17,Manacus manacus,0.5
Ocotea lancifolia,15,12.4,12.7,10.6,Manacus manacus,0.5
Ocotea laxa,8,16,7,13.6,Manacus manacus,0.5
Ocotea odorifera,21.83,12.98,12,5,Manacus manacus,0.5
Ocotea silvestris,20,15,15,11,Manacus manacus,0.5
Ocotea teleiandra,21,17,20,16,Manacus manacus,0.5
Ouratea vaccinioides,7.7,5.1,NA,NA,Manacus manacus,0.5
Paullinea carpopoda,9,7,8.3,6.6,Manacus manacus,0.5
Pera glabrata,4.2,2.3,4,2.6,Manacus manacus,1
Protium heptaphyllum,17.26,10.76,9.23,7.5,Manacus manacus,0.75
Psychotria carthagenensis,5.2,5.5,5,4.3,Manacus manacus,0.5
Psychotria deflexa,5.09,4.02,3,2.4,Manacus manacus,0.5
Psychotria leiocarpa,8,9,3,2.4,Manacus manacus,1
Psychotria myriantha,5.4,6.2,4,3,Manacus manacus,0.5
Psychotria nuda,8.7,7,NA,NA,Manacus manacus,0.5
Psychotria suterella,11,13,4,3,Manacus manacus,1
Psychotria vellosiana,0.4,3.7,NA,NA,Manacus manacus,1
Trema micrantha,3.5,2.7,2,1.7,Manacus manacus,1
Trichilia elegans,14.6,6.5,7.6,6.9,Manacus manacus,0.5
Trichilia lepidota,18,13,6,3.5,Manacus manacus,0.5
Trichilia pseudostipularis,15.35,6.3,10.3,5.7,Manacus manacus,0.5
Trichilia silvatica,8.4,5.1,7,3,Manacus manacus,0.5
Urera baccifera,5,4.3,2,2,Manacus manacus,1
Urera caracasana,4.7,3.5,NA,NA,Manacus manacus,0.5
Urera mitis,3.5,2.5,1,0.8,Manacus manacus,0.5
Xylopia brasiliensis,26,4.5,5.8,4.1,Manacus manacus,0.5
Xylopia langsdorfiana,8,6,8.6,6.12,Manacus manacus,0.5
Aegiphila obducta,14.4,11.6,NA,NA,Megarynchus pitangua,0.5
Aegiphila sellowiana,8,4,4,2,Megarynchus pitangua,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Megarynchus pitangua,0.5
Cabralea canjerana,28,25,10,9,Megarynchus pitangua,1
Cecropia glaziovii,230,12.62,2,0.62,Megarynchus pitangua,0.5
Cecropia hololeuca,230,20.58,2.9,0.98,Megarynchus pitangua,0.5
Cecropia pachystachya,200,10,2,0.61,Megarynchus pitangua,1
Cupania oblongifolia,28.29,11,11.8,9.7,Megarynchus pitangua,1
Cupania racemosa,23,27,17,9.3,Megarynchus pitangua,0.5
Euterpe edulis,12.8,12.46,11.7,10,Megarynchus pitangua,0.5
Ficus catappifolia,32,23,1,0.5,Megarynchus pitangua,0.5
Ficus clusiaefolia,5,6,1.2,0.7,Megarynchus pitangua,0.5
Ficus cyclophylla,14,12,1.4,1.2,Megarynchus pitangua,0.5
Ficus enormis,14,14,1.2,1,Megarynchus pitangua,0.5
Ficus glabra,16.6,18,1,0.5,Megarynchus pitangua,0.5
Ficus gomelleira,19.81,23.09,0.5,0.4,Megarynchus pitangua,0.5
Ficus hirsuta,7,6,0.5,0.3,Megarynchus pitangua,0.5
Ficus insipida,17,20,2.8,1.7,Megarynchus pitangua,0.5
Ficus microcarpa,10,8,0.9,0.7,Megarynchus pitangua,0.5
Ficus organensis,8,7,0.7,0.7,Megarynchus pitangua,0.5
Ficus pertusa,8,8,1.1,1.1,Megarynchus pitangua,0.5
Ficus pulchella,17.93,18,0.8,0.7,Megarynchus pitangua,0.5
Guarea guidonia,16,12,13,10,Megarynchus pitangua,1
Ilex paraguariensis,4.8,4.7,4.8,2.6,Megarynchus pitangua,1
Matayba guianensis,13.3,16.04,11.1,8.26,Megarynchus pitangua,0.5
Miconia brasiliensis,2.6,3,NA,1,Megarynchus pitangua,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Megarynchus pitangua,0.5
Miconia chartacea,3.3,4,3.3,3.1,Megarynchus pitangua,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Megarynchus pitangua,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Megarynchus pitangua,1
Miconia inconspicua,3.6,3,1,0.85,Megarynchus pitangua,0.5
Miconia latecrenata,1.9,2.3,1,1,Megarynchus pitangua,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Megarynchus pitangua,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Megarynchus pitangua,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Megarynchus pitangua,0.5
Miconia staminea,6.3,6,NA,NA,Megarynchus pitangua,0.5
Miconia theizans,5,4,0.7,0.4,Megarynchus pitangua,0.5
Miconia tristis,3.4,3.6,1,1,Megarynchus pitangua,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Megarynchus pitangua,0.5
Myrsine ferruginea,3,NA,NA,NA,Megarynchus pitangua,1
Myrsine venosa,4.9,5,NA,4.2,Megarynchus pitangua,0.5
Nectandra leucantha,27,15,25,14,Megarynchus pitangua,0.5
Nectandra membranacea,10,15,8,10,Megarynchus pitangua,0.5
Nectandra oppositifolia,15,11,14,10,Megarynchus pitangua,0.5
Nectandra puberula,12.4,13,11,10.5,Megarynchus pitangua,0.5
Nectandra reticulata,15,9,14,8,Megarynchus pitangua,0.5
Ocotea daphnifolia,15,15,14,14,Megarynchus pitangua,0.5
Ocotea diospyrifolia,16.2,1.6,16,10.6,Megarynchus pitangua,0.5
Ocotea divaricata,9,NA,8,NA,Megarynchus pitangua,0.5
Ocotea elegans,9,7,8,5,Megarynchus pitangua,0.5
Ocotea insignis,34.5,20,29,17,Megarynchus pitangua,0.5
Ocotea lancifolia,15,12.4,12.7,10.6,Megarynchus pitangua,0.5
Ocotea laxa,8,16,7,13.6,Megarynchus pitangua,0.5
Ocotea odorifera,21.83,12.98,12,5,Megarynchus pitangua,0.5
Ocotea silvestris,20,15,15,11,Megarynchus pitangua,0.5
Ocotea teleiandra,21,17,20,16,Megarynchus pitangua,0.5
Protium heptaphyllum,17.26,10.76,9.23,7.5,Megarynchus pitangua,0.5
Rubus rosifolius,15,12.6,1.5,1,Megarynchus pitangua,0.5
Rubus urticifolius,10,8,2.2,1.4,Megarynchus pitangua,1
Sorocea bonpplandii,11,9.1,9,7,Megarynchus pitangua,1
Sorocea guilleminiana,15.7,14.3,5.8,8.29,Megarynchus pitangua,0.5
Tapirira guianensis,16,11.6,6.9,8.15,Megarynchus pitangua,1
Trema micrantha,3.5,2.7,2,1.7,Megarynchus pitangua,1
Cabralea canjerana,28,25,10,9,Melanerpes flavifrons,1
Cecropia glaziovii,230,12.62,2,0.62,Melanerpes flavifrons,1
Cecropia hololeuca,230,20.58,2.9,0.98,Melanerpes flavifrons,0.5
Cecropia pachystachya,200,10,2,0.61,Melanerpes flavifrons,0.5
Eriobotrya japonica,30,23,13,11,Melanerpes flavifrons,1
Miconia brasiliensis,2.6,3,NA,1,Melanerpes flavifrons,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Melanerpes flavifrons,0.5
Miconia chartacea,3.3,4,3.3,3.1,Melanerpes flavifrons,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Melanerpes flavifrons,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Melanerpes flavifrons,0.5
Miconia inconspicua,3.6,3,1,0.85,Melanerpes flavifrons,0.5
Miconia latecrenata,1.9,2.3,1,1,Melanerpes flavifrons,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Melanerpes flavifrons,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Melanerpes flavifrons,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Melanerpes flavifrons,0.5
Miconia staminea,6.3,6,NA,NA,Melanerpes flavifrons,0.5
Miconia theizans,5,4,0.7,0.4,Melanerpes flavifrons,0.5
Miconia tristis,3.4,3.6,1,1,Melanerpes flavifrons,1
Miconia valtherii,4.4,3.9,1.1,0.9,Melanerpes flavifrons,0.5
Myrsine ferruginea,3,NA,NA,NA,Melanerpes flavifrons,0.5
Myrsine venosa,4.9,5,NA,4.2,Melanerpes flavifrons,0.5
Psidium cattleyanum,32.4,31,4,2.5,Melanerpes flavifrons,1
Psidium guajava,59.4,57,4.7,3.5,Melanerpes flavifrons,0.75
Virola bicuhyba,36.8,21,24,16,Melanerpes flavifrons,1
Virola gardneri,34.85,23.34,26,20,Melanerpes flavifrons,0.5
Virola oleifera,35,23,22,12,Melanerpes flavifrons,0.5
Eriobotrya japonica,30,23,13,11,Micronycteris megalotis,1
Musa paradisiaca,120,30,NA,4,Micronycteris megalotis,1
Psidium cattleyanum,32.4,31,4,2.5,Micronycteris megalotis,0.5
Psidium guajava,59.4,57,4.7,3.5,Micronycteris megalotis,1
Solanum americanum,6,6.2,1.4,1,Micronycteris megalotis,0.5
Solanum argenteum,20,11,2.2,2,Micronycteris megalotis,0.5
Solanum caavurana,15,10,2.5,2,Micronycteris megalotis,0.5
Solanum megalochiton,7.6,6.3,NA,NA,Micronycteris megalotis,0.5
Syzygium cumini,17,14.2,11.5,8.3,Micronycteris megalotis,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Mionectes rufiventris,0.75
Cabralea canjerana,28,25,10,9,Mionectes rufiventris,1
Casearia aculeata,7.7,7.5,NA,NA,Mionectes rufiventris,0.5
Casearia lasiophylla,11.7,11,5.4,4.5,Mionectes rufiventris,0.5
Casearia pauciflora,29,28,8,7,Mionectes rufiventris,0.5
Casearia sylvestris,3,3,2,1.3,Mionectes rufiventris,1
Geonoma elegans,10,10,NA,NA,Mionectes rufiventris,0.5
Geonoma pohliana,9,9,7.5,7.5,Mionectes rufiventris,0.5
Geonoma schottiana,10,8,NA,NA,Mionectes rufiventris,0.5
Miconia brasiliensis,2.6,3,NA,1,Mionectes rufiventris,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Mionectes rufiventris,0.5
Miconia chartacea,3.3,4,3.3,3.1,Mionectes rufiventris,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Mionectes rufiventris,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Mionectes rufiventris,0.5
Miconia inconspicua,3.6,3,1,0.85,Mionectes rufiventris,0.5
Miconia latecrenata,1.9,2.3,1,1,Mionectes rufiventris,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Mionectes rufiventris,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Mionectes rufiventris,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Mionectes rufiventris,0.5
Miconia staminea,6.3,6,NA,NA,Mionectes rufiventris,0.5
Miconia theizans,5,4,0.7,0.4,Mionectes rufiventris,0.75
Miconia tristis,3.4,3.6,1,1,Mionectes rufiventris,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Mionectes rufiventris,1
Myrcia laxiflora,8,7.6,NA,NA,Mionectes rufiventris,0.5
Myrcia pubipetala,13.2,11.6,6.58,0.3,Mionectes rufiventris,0.5
Myrcia rostrata,6.5,4.5,3,2.5,Mionectes rufiventris,0.5
Myrsine ferruginea,3,NA,NA,NA,Mionectes rufiventris,0.5
Myrsine venosa,4.9,5,NA,4.2,Mionectes rufiventris,0.5
Ouratea vaccinioides,7.7,5.1,NA,NA,Mionectes rufiventris,1
Tetrorchidium rubrivenium,10,12,6,4.5,Mionectes rufiventris,0.75
Trema micrantha,3.5,2.7,2,1.7,Mionectes rufiventris,1
Xylopia brasiliensis,26,4.5,5.8,4.1,Mionectes rufiventris,0.5
Xylopia langsdorfiana,8,6,8.6,6.12,Mionectes rufiventris,0.5
Aegiphila obducta,14.4,11.6,NA,NA,Myiarchus ferox,0.5
Aegiphila sellowiana,8,4,4,2,Myiarchus ferox,0.5
Cabralea canjerana,28,25,10,9,Myiarchus ferox,1
Casearia aculeata,7.7,7.5,NA,NA,Myiarchus ferox,0.5
Casearia lasiophylla,11.7,11,5.4,4.5,Myiarchus ferox,0.5
Casearia pauciflora,29,28,8,7,Myiarchus ferox,0.5
Casearia sylvestris,3,3,2,1.3,Myiarchus ferox,1
Cecropia glaziovii,230,12.62,2,0.62,Myiarchus ferox,0.5
Cecropia hololeuca,230,20.58,2.9,0.98,Myiarchus ferox,0.5
Cecropia pachystachya,200,10,2,0.61,Myiarchus ferox,1
Clusia criuva,13,11,NA,1.8,Myiarchus ferox,1
Clusia lanceolata,40,41,6.5,3.1,Myiarchus ferox,0.5
Erythroxylum citrifolium,8,3.7,NA,NA,Myiarchus ferox,0.5
Erythroxylum cuspidifolium,9.4,5.4,NA,NA,Myiarchus ferox,0.5
Erythroxylum pulchrum,15.54,7.18,11.1,6.54,Myiarchus ferox,0.5
Guarea guidonia,16,12,13,10,Myiarchus ferox,1
Miconia brasiliensis,2.6,3,NA,1,Myiarchus ferox,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Myiarchus ferox,0.5
Miconia chartacea,3.3,4,3.3,3.1,Myiarchus ferox,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Myiarchus ferox,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Myiarchus ferox,0.5
Miconia inconspicua,3.6,3,1,0.85,Myiarchus ferox,0.5
Miconia latecrenata,1.9,2.3,1,1,Myiarchus ferox,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Myiarchus ferox,1
Miconia pusilliflora,4.5,4.5,2.7,1.6,Myiarchus ferox,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Myiarchus ferox,0.5
Miconia staminea,6.3,6,NA,NA,Myiarchus ferox,0.5
Miconia theizans,5,4,0.7,0.4,Myiarchus ferox,0.5
Miconia tristis,3.4,3.6,1,1,Myiarchus ferox,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Myiarchus ferox,0.5
Myrcia laxiflora,8,7.6,NA,NA,Myiarchus ferox,0.5
Myrcia pubipetala,13.2,11.6,6.58,0.3,Myiarchus ferox,0.5
Myrcia rostrata,6.5,4.5,3,2.5,Myiarchus ferox,0.5
Myrsine ferruginea,3,NA,NA,NA,Myiarchus ferox,1
Myrsine venosa,4.9,5,NA,4.2,Myiarchus ferox,0.5
Pera glabrata,4.2,2.3,4,2.6,Myiarchus ferox,1
Protium heptaphyllum,17.26,10.76,9.23,7.5,Myiarchus ferox,1
Trema micrantha,3.5,2.7,2,1.7,Myiarchus ferox,1
Trichilia elegans,14.6,6.5,7.6,6.9,Myiarchus ferox,1
Trichilia lepidota,18,13,6,3.5,Myiarchus ferox,0.5
Trichilia pseudostipularis,15.35,6.3,10.3,5.7,Myiarchus ferox,0.5
Trichilia silvatica,8.4,5.1,7,3,Myiarchus ferox,0.5
Xylopia brasiliensis,26,4.5,5.8,4.1,Myiarchus ferox,0.5
Xylopia langsdorfiana,8,6,8.6,6.12,Myiarchus ferox,0.5
Aegiphila obducta,14.4,11.6,NA,NA,Myiodynastes maculatus,0.5
Aegiphila sellowiana,8,4,4,2,Myiodynastes maculatus,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Myiodynastes maculatus,1
Allophylus edulis,8.73,7.86,7.69,5.74,Myiodynastes maculatus,0.75
Cabralea canjerana,28,25,10,9,Myiodynastes maculatus,1
Casearia aculeata,7.7,7.5,NA,NA,Myiodynastes maculatus,0.5
Casearia lasiophylla,11.7,11,5.4,4.5,Myiodynastes maculatus,0.5
Casearia pauciflora,29,28,8,7,Myiodynastes maculatus,0.5
Casearia sylvestris,3,3,2,1.3,Myiodynastes maculatus,1
Clusia criuva,13,11,NA,1.8,Myiodynastes maculatus,1
Clusia lanceolata,40,41,6.5,3.1,Myiodynastes maculatus,0.5
Cordia corymbosa,4,3.4,NA,NA,Myiodynastes maculatus,0.5
Cordia magnoliifolia,9,10,7.5,5.5,Myiodynastes maculatus,0.5
Cordia superba,20,22,15,10,Myiodynastes maculatus,0.5
Cordia trichoclada,20,18,13,9,Myiodynastes maculatus,0.5
Cupania oblongifolia,28.29,11,11.8,9.7,Myiodynastes maculatus,1
Cupania racemosa,23,27,17,9.3,Myiodynastes maculatus,0.5
Erythroxylum citrifolium,8,3.7,NA,NA,Myiodynastes maculatus,0.5
Erythroxylum cuspidifolium,9.4,5.4,NA,NA,Myiodynastes maculatus,0.5
Erythroxylum pulchrum,15.54,7.18,11.1,6.54,Myiodynastes maculatus,0.5
Euterpe edulis,12.8,12.46,11.7,10,Myiodynastes maculatus,1
Ficus catappifolia,32,23,1,0.5,Myiodynastes maculatus,0.5
Ficus clusiaefolia,5,6,1.2,0.7,Myiodynastes maculatus,0.5
Ficus cyclophylla,14,12,1.4,1.2,Myiodynastes maculatus,0.5
Ficus enormis,14,14,1.2,1,Myiodynastes maculatus,0.5
Ficus glabra,16.6,18,1,0.5,Myiodynastes maculatus,0.5
Ficus gomelleira,19.81,23.09,0.5,0.4,Myiodynastes maculatus,0.5
Ficus hirsuta,7,6,0.5,0.3,Myiodynastes maculatus,0.5
Ficus insipida,17,20,2.8,1.7,Myiodynastes maculatus,0.5
Ficus microcarpa,10,8,0.9,0.7,Myiodynastes maculatus,0.5
Ficus organensis,8,7,0.7,0.7,Myiodynastes maculatus,0.5
Ficus pertusa,8,8,1.1,1.1,Myiodynastes maculatus,0.5
Ficus pulchella,17.93,18,0.8,0.7,Myiodynastes maculatus,0.5
Guarea guidonia,16,12,13,10,Myiodynastes maculatus,1
Maclura tinctoria,14.2,12.6,2.5,2.1,Myiodynastes maculatus,1
Matayba guianensis,13.3,16.04,11.1,8.26,Myiodynastes maculatus,1
Miconia brasiliensis,2.6,3,NA,1,Myiodynastes maculatus,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Myiodynastes maculatus,0.5
Miconia chartacea,3.3,4,3.3,3.1,Myiodynastes maculatus,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Myiodynastes maculatus,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Myiodynastes maculatus,0.5
Miconia inconspicua,3.6,3,1,0.85,Myiodynastes maculatus,0.5
Miconia latecrenata,1.9,2.3,1,1,Myiodynastes maculatus,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Myiodynastes maculatus,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Myiodynastes maculatus,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Myiodynastes maculatus,0.5
Miconia staminea,6.3,6,NA,NA,Myiodynastes maculatus,0.5
Miconia theizans,5,4,0.7,0.4,Myiodynastes maculatus,0.5
Miconia tristis,3.4,3.6,1,1,Myiodynastes maculatus,1
Miconia valtherii,4.4,3.9,1.1,0.9,Myiodynastes maculatus,0.5
Myrcia laxiflora,8,7.6,NA,NA,Myiodynastes maculatus,0.5
Myrcia pubipetala,13.2,11.6,6.58,0.3,Myiodynastes maculatus,0.5
Myrcia rostrata,6.5,4.5,3,2.5,Myiodynastes maculatus,0.5
Myrsine ferruginea,3,NA,NA,NA,Myiodynastes maculatus,1
Myrsine venosa,4.9,5,NA,4.2,Myiodynastes maculatus,0.5
Nectandra leucantha,27,15,25,14,Myiodynastes maculatus,0.5
Nectandra membranacea,10,15,8,10,Myiodynastes maculatus,0.5
Nectandra oppositifolia,15,11,14,10,Myiodynastes maculatus,0.5
Nectandra puberula,12.4,13,11,10.5,Myiodynastes maculatus,0.5
Nectandra reticulata,15,9,14,8,Myiodynastes maculatus,0.5
Ocotea daphnifolia,15,15,14,14,Myiodynastes maculatus,0.5
Ocotea diospyrifolia,16.2,1.6,16,10.6,Myiodynastes maculatus,0.5
Ocotea divaricata,9,NA,8,NA,Myiodynastes maculatus,0.5
Ocotea elegans,9,7,8,5,Myiodynastes maculatus,0.5
Ocotea insignis,34.5,20,29,17,Myiodynastes maculatus,0.5
Ocotea lancifolia,15,12.4,12.7,10.6,Myiodynastes maculatus,0.5
Ocotea laxa,8,16,7,13.6,Myiodynastes maculatus,0.5
Ocotea odorifera,21.83,12.98,12,5,Myiodynastes maculatus,0.5
Ocotea silvestris,20,15,15,11,Myiodynastes maculatus,0.5
Ocotea teleiandra,21,17,20,16,Myiodynastes maculatus,0.5
Schinus terebinthifolius,6,6,3.5,3.5,Myiodynastes maculatus,1
Syagrus pseudococos,60,42,15,15,Myiodynastes maculatus,0.5
Trema micrantha,3.5,2.7,2,1.7,Myiodynastes maculatus,1
Trichilia elegans,14.6,6.5,7.6,6.9,Myiodynastes maculatus,0.5
Trichilia lepidota,18,13,6,3.5,Myiodynastes maculatus,0.5
Trichilia pseudostipularis,15.35,6.3,10.3,5.7,Myiodynastes maculatus,0.5
Trichilia silvatica,8.4,5.1,7,3,Myiodynastes maculatus,0.5
Virola bicuhyba,36.8,21,24,16,Myiodynastes maculatus,0.5
Virola gardneri,34.85,23.34,26,20,Myiodynastes maculatus,0.5
Virola oleifera,35,23,22,12,Myiodynastes maculatus,0.5
Xylopia brasiliensis,26,4.5,5.8,4.1,Myiodynastes maculatus,1
Xylopia langsdorfiana,8,6,8.6,6.12,Myiodynastes maculatus,0.5
Pera glabrata,4.2,2.3,4,2.6,Myiophobus fasciatus,0.75
Cupania oblongifolia,28.29,11,11.8,9.7,Myiophobus similis,0.5
Cupania racemosa,23,27,17,9.3,Myiophobus similis,0.5
Aegiphila obducta,14.4,11.6,NA,NA,Myiozetetes similis,0.5
Aegiphila sellowiana,8,4,4,2,Myiozetetes similis,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Myiozetetes similis,0.5
Byrsonima laxiflora,8.33,4.5,4.98,4.25,Myiozetetes similis,0.5
Byrsonima sericea,6.5,7,6,5,Myiozetetes similis,0.75
Cabralea canjerana,28,25,10,9,Myiozetetes similis,1
Casearia aculeata,7.7,7.5,NA,NA,Myiozetetes similis,0.5
Casearia lasiophylla,11.7,11,5.4,4.5,Myiozetetes similis,0.5
Casearia pauciflora,29,28,8,7,Myiozetetes similis,0.5
Casearia sylvestris,3,3,2,1.3,Myiozetetes similis,1
Cecropia glaziovii,230,12.62,2,0.62,Myiozetetes similis,0.5
Cecropia hololeuca,230,20.58,2.9,0.98,Myiozetetes similis,0.5
Cecropia pachystachya,200,10,2,0.61,Myiozetetes similis,1
Clusia criuva,13,11,NA,1.8,Myiozetetes similis,1
Clusia lanceolata,40,41,6.5,3.1,Myiozetetes similis,0.5
Copaifera langsdorffii,28.79,21.42,17,11,Myiozetetes similis,1
Copaifera lucens,30.69,21.17,21.6,12.49,Myiozetetes similis,0.5
Copaifera trapezifolia,31,23,18.3,11.53,Myiozetetes similis,0.5
Cordia corymbosa,4,3.4,NA,NA,Myiozetetes similis,0.5
Cordia magnoliifolia,9,10,7.5,5.5,Myiozetetes similis,0.5
Cordia superba,20,22,15,10,Myiozetetes similis,0.5
Cordia trichoclada,20,18,13,9,Myiozetetes similis,0.5
Erythroxylum citrifolium,8,3.7,NA,NA,Myiozetetes similis,0.5
Erythroxylum cuspidifolium,9.4,5.4,NA,NA,Myiozetetes similis,0.5
Erythroxylum pulchrum,15.54,7.18,11.1,6.54,Myiozetetes similis,0.5
Eugenia adenantha,12.6,9,NA,NA,Myiozetetes similis,0.5
Eugenia brasiliensis,9.58,13.05,7.1,4.45,Myiozetetes similis,0.5
Eugenia cerasiflora,16,11,13,8.5,Myiozetetes similis,0.5
Eugenia glazioviana,12,11,10,9.5,Myiozetetes similis,0.5
Eugenia involucrata,22,15,12,7,Myiozetetes similis,0.5
Eugenia itapemirimensis,36.1,26.7,10,8.3,Myiozetetes similis,0.5
Eugenia macrantha,35,34.6,8.91,7.76,Myiozetetes similis,0.5
Eugenia mandiocensis,32.2,22.3,NA,NA,Myiozetetes similis,0.5
Eugenia neoglomerata,20.7,19.13,16.4,14.46,Myiozetetes similis,0.5
Eugenia prasina,18.2,9.7,18.9,9.41,Myiozetetes similis,0.5
Eugenia sprengelli,5,8,4,7,Myiozetetes similis,0.5
Eugenia stictosepala,31,18,26,16,Myiozetetes similis,0.5
Eugenia subavenia,9.9,6.9,NA,NA,Myiozetetes similis,0.5
Eugenia supraaxillaris,18.7,16.4,NA,NA,Myiozetetes similis,0.5
Guarea guidonia,16,12,13,10,Myiozetetes similis,1
Miconia brasiliensis,2.6,3,NA,1,Myiozetetes similis,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Myiozetetes similis,0.5
Miconia chartacea,3.3,4,3.3,3.1,Myiozetetes similis,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Myiozetetes similis,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Myiozetetes similis,1
Miconia inconspicua,3.6,3,1,0.85,Myiozetetes similis,0.5
Miconia latecrenata,1.9,2.3,1,1,Myiozetetes similis,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Myiozetetes similis,0.5
